,bias,bias_std_err,tau,phi_S2S,phi_C2C,phi_w,sigma
pSA_0.026430814870,0.0003585189606167933,0.24945438875147116,0.4368304742708868,0.29333174020282055,0.3415995261486806,0.4276235403274152,0.7592209833568211
pSA_0.027364399971,0.0002928624522740798,0.25145758499473625,0.4359883093530951,0.29361422230424555,0.34452743739513053,0.4270197939137816,0.7598290445515499
pSA_0.028330961018,-0.00044459813950767634,0.25394441894808206,0.43533282583369304,0.2939958265858009,0.34814817416300053,0.427144346070805,0.761319682427496
pSA_0.029331662784,-0.0005840885248997301,0.2547507538106124,0.43447558275769704,0.29427765467442385,0.34932696065017255,0.4267019222908408,0.761230731103984
pSA_0.030367711180,-0.00190151785345957,0.2553462697311937,0.4338303057917296,0.2937637161382972,0.350232710650107,0.42585845919143434,0.7606078056508175
pSA_0.031440354716,-0.0017014832397455539,0.2555217891414119,0.43339787287720105,0.2934298547221532,0.35051182755521315,0.4255513483152213,0.7601889812183183
pSA_0.032550885998,-0.0017959796733950017,0.25671823754938256,0.4323716970730456,0.2933226373059041,0.3522808253160251,0.42463059509213985,0.7598660251383537
pSA_0.033700643293,-0.0029888002979891414,0.2575417828888114,0.43279218376719353,0.2934577124227744,0.35346991583835824,0.42432371842054495,0.7605380350300687
pSA_0.034891012134,-0.006001861758190642,0.2598047416761529,0.4334668268783706,0.29420475110944094,0.3567281795456867,0.4232588849000924,0.7621371289395503
pSA_0.036123426997,-0.009012964938665212,0.2625804648821269,0.4340045143529597,0.29461925783774484,0.3607494402195486,0.42198206539557004,0.763786257863966
pSA_0.037399373025,-0.010896468046618604,0.26439488667090677,0.4351095871785305,0.29585010278948265,0.36332244561970634,0.4214216251803161,0.7657982905673805
pSA_0.038720387818,-0.012877757005108646,0.26475029032712516,0.43486255590270156,0.29665883953717703,0.36381515409818516,0.41991236660307446,0.7653755755048993
pSA_0.040088063289,-0.014330594040640533,0.26587179630184093,0.4344074784268197,0.29635253820179247,0.36547914477444227,0.4173700457457048,0.7644000553130684
